text,date
"Hey what'd t",432892288
"you guys end up doing?",432892288
"Who is this?",432892288
Lucas,432892288
Oh,432892288
Drinking,432892288
Haha,432892288
"￼￼￼",432895104
"￼",432895232
"￼Haggis!",432912896
"￼￼￼",432914688
"hey so I can probably climb anytime before 3 and  then probably not until really late like 9. but Nell and I are going to Dogpatch tmrw if u want to come then ",432926464
"You up?",432932480
Yes,432932736
"Make chili relleno",432934518
yoo,432961792
"are you in town tonight?",432961920
"Ya but I can't go out tonight sorry ",432967552
"Hey ya sorry those times wouldn't have worked and I'm working and stuff tomorrow. Tuesday?",432967552
"okay no worries. yeah for sure Tuesday after we deal with all the newbies that jen wants us to teach ",432967808
"Haha ya",432967808
"Hey you wanna work my party tomorrow at 4 and make some cash money?",432968576
nope,432968576
Ok,432968576
1:45,433011456
Ok,433012480
"Boo when you taking me to twitter",433022080
"Idk it has to be a weekday :(",433022208
"What are you doing on rosh hashana",433022208
"School probably",433022208
"Yep school",433022208
"What are you?",433022336
Coming,433025408
"￼",433035520
"Bonny measurin ur dick?",433036032
"Dude New York was tight",433036032
"Climate March so fun",433036032
"Actually Mia's measurement would be more accurate ",433040768
"What'd you do?!",433042944
"That's one heckuva drive mane",433087488
"Shoulda camped at Kenyon",433087488
"I could have put you up on my floor",433087488
"Coulda met st. Pete",433087488
"￼We're doing an early rosh hashana dinner",433105280
"I love it!!!",433105280
"My very observant Jewish roommate just decided to cook a bunch of stuff so we're having cugel too! And a bunch of other stuff",433105280
"Nice looking challah ",433105536
"My roommate made it it looks awesome",433105664
"He made it??????  I'm impressed!  Does it have candy in it like Gmas?",433105664
"No, raisins!",433105664
"￼She walks!",433111680
"Is she wearing SPANKS",433111808
"I bet she wishes she had some Mac and cheese!!!",433111808
"She does",433112448
"Can I fed ex it?????",433112448
Yay!,433116032
"What happened?",433116160
"She hurt her back ",433116160
"Oh no! No one tells me anything",433116544
"Just saw your Facebook message about art school. Do you mean non wash u art school?",433119212
"Haha no it was supposed to be a joke I sent a picture but it didn't work",433119232
"Oh well gosh darn it. I thought you were serious and wanted advice",433119232
"Aw sorry ;)",433119232
"Just read some Freud for English ",433119315
"Super interesting biz",433119324
"Yeah but he's super wrong",433119338
"I have to make a fight choreography manual for my stage combat class",433120437
"That's super cool and why is Freud wrong ",433121260
"All of his theories are super interesting and well written but have generally been disproven over the course of modern psychology. He's now regarded as the father of modern psychoanalysis but wrong about basically everything else",433121280
"That's dumb ",433121280
"He is interpretive ",433121280
"And incorrect. What stuff of his did you read?",433121383
"Totems and something",433121408
"Oh okay. Read the interpretation of dreams if you want to read more of his stuff you might like it",433121408
" Okdokey",433121536
"Make me a spotyfine playlist",433121656
"oooh ya I deff will",433122048
"Hey Lucas for what I do remember I recall putting u in an uncomfortable situation on Friday and I'm sorry hella out of line. I think ur a cool guy and hope we can be  franz and not be awk ✌️✌️✌️ ",433129472
"hey it's alright I'm not mad or uncomfortable or anything. I like you a lot just as friends so don't worry it's not gonna be awkward or anything",433142016
"It was a tad Outta the way",433148544
"Finally
Home",433148544
"Nyc was tight ",433148544
"Luke literally fell asleep at the wheel",433148544
"Such a perfect storm of a road trip",433148672
Sheesh,433167872
"comp on Saturday??!?",433180288
Yee,433182464
"😊",433182720
"Don't tempt god ",433182720
"He's watching ",433182720
"Always watching ",433182720
"How long is that drive",433182848
"20 hours without stopping",433184000
"But we stopped a bit",433184128
"Slept in fields on side f road",433184128
"Super cutty",433184128
"I don't know I have no school",433194240
Trill,433202432
"How's class going in addition to Freud?",433202560
"Good but lots of work",433216000
"Hey are you guys gonna be home for dinner can't remember",433218432
"Hey are you guys gonna be home for dinner can't remember",433218432
"We are at urban talking about college!",433218432
Ok,433218560
"Any questions?",433218560
"Good! Are you liking the classes though?",433238656
"Ya but I'm exhausted",433268736
"They are hard ",433268736
"How's Middle East?",433271168
"Super interesting but hard we just wrote our Israel Palestine paper",433285248
"hi I'm not going to odc today just btw",433288320
"Oh that's what you were saying!",433290240
"oh no way, how’d it go? could I read it? we just saw a play totally in german with english subtitles",433290368
"silli boi",433295616
"Ya it was alright I send it to you. That sounds cool ",433300224
yo,433307008
get,433311872
"Hey ",433312384
"That was autocorrect",433312384
"What's up?",433312384
"lol. nothins up really wbu??",433312512
"Wanna go to the comp at like 630? Is it a night thing?",433312768
"idk probably!",433313024
"ya I'm down",433313024
"Ima look up the details when I get home",433313024
"Just left temple on my way home ",433313280
woooo,433313280
"Yeah!!! You at home?",433313280
yep,433313280
"Ah damn I had to stop by the gym was hoping u were still at odc",433313664
"aw mann yeah not at this hour",433313664
"Haha ya I don't know why I thought you would be",433313920
"Too much ai Wei Wei practice",433313920
"yeah u never know really",433314048
"I'm surprised ur not sleeping on Alcatraz ",433314048
"Getting mentally prepared",433314048
"same actually i should be ",433314048
"to really get in the ZONE",433314048
" Ya go all the Wei, am I right",433314816
"You going to the dance?",433314816
OHH,433314816
"I think so",433314944
"Cool I was thinking it would be fun if hella people went",433315328
"get with all the freshman or something",433315328
"Or something...",433315328
"but yea I think a lot of people are going",433315328
"Haha what else? I mean now that Nina's gone... ",433315840
Um,433315840
Idk,433315840
"Haha... Ha",433315840
"We can always try and hook up with Charlotte worsleys daughter",433315968
"Oh god",433315968
Never,433315968
"Even if she was hot could it be worth it",433316096
"Hey did you and Gwen get Ben Slater on board for book party?",433316096
"No... I haven't done shit ",433316096
"Wanna kick it friday and go to the dance?",433316224
"I'll email him",433316224
"Ya see what's up",433316224
"Not even close",433316224
"Il send out a bb post later ",433316224
"Ok yeah I wanted to do one with him in it. I'll send an email tho",433316224
"Mmm Friday I'm getting a haircut then I will be doing hw till like 6pm I think",433316224
"I am tryna go to the dance tho",433316224
"Ya I have figure drawing till 6 ",433316480
"oh sick!",433316480
"thats awesome yeah lets meet up",433316480
"I’m gonna b at a cafe near urban",433316480
"Eat some food or somethin",433316480
yea,433316480
"You got a lot of work?",433316480
"ooooh yeah",433316480
"and I’m going to the book sale tomorrow that gwen sent to the conference",433316480
"i need to do a lab write up before sleep",433316480
"but I’m getting up early to work at a cafe",433316480
"Why get up early?! No school sleep in!",433316480
"gotta do work so i can go to the book sale so i can finish my work for friday so i can go to the dance / go camping this weekend",433316608
"Camping this weekend! Dang son you overdoing it",433316608
"Who you campin with? Where? Jealous!",433316608
ahahhaa,433316608
"Del Valle nat park",433316608
"with middle school friends + some lick kids + a few others",433316608
"Haha that's so random but cool where the park?",433316608
"I’m supposed to buy so I’m tryna get Alc fri night hahaha",433316608
"its about 1:20 min east",433316608
"Haha for camping ",433316608
"Good luck",433316608
"yeahh hahaha",433316608
"Ya dude group camping tho is the shit soo fun",433316864
"yeah I’m excited",433316864
"i went on a backpacking trip 7 grade to yosemite and it was SO fun",433316864
"With friends!",433316864
yeeee,433316864
"Ya dude. ",433316864
"This summer I went on a climbing camping trip in tahoe and it was great. Got soo drunk and did stupid stuff ",433316864
"ugh going on a long camping trip would b BOMB",433316864
"well not long",433316864
"but like 3 days plus i think",433316864
What?,433316992
"Oh like going on a 3 day trip would be bomb",433316992
yeah,433316992
"Ya I was thinking of planning a road trip camping trip for one of the breaks",433316992
"that would b sick",433316992
